,content,label
17540,travel one clearest ways show coronavirus disrupted world migration trade covid 19 erasing decades economic gains achieved globalization,1
17541,perspective covid 19 outbreaks jails prisons make us rethink incarceration,1
17543,coronavirus uk map latest deaths confirmed covid 19 cases,1
17547,civic body faced allegations regarding death senior citizen azadnagar covid care center ghatkopar mumbai journovidya,1
17548,june 21 57 girls government shelter home swarup nagar kanpur found covid 19 positive kanpur coronavirus,1
17549,covid patients administered different drugs approved treating diseases let take look drugs milan reports itvideo videos pic twitter com qrzkmlmmms,1
17550,covid patients administered different drugs approved treating diseases let take look drugs milan reports itvideo videos pic twitter com 0icepx9ewm,1
17552,coronaviruscrisis delhi govt changes strategy fight covid 19 report aishpaliwal kejriwal fight plan newstoday live pic twitter com fvmghvxxfy,1
17553,indiafightscorona aap bjp twitter war amit shah kejriwal visit delhi 10000 bed covid facility radha soami beas detailed report itvideo pic twitter com wwcy6bay4j,1
17555,caregivers plasma donors mumbai hospital staff covid fight pic twitter com lntxwxj52z,1
17556,actor zoa morani recovered covid 19 donated plasma savealife hear experience,1
17557,florida arizona hit daily highs covid 19 cases pic twitter com jwsgounjio,1
17564,florida arizona hit daily highs covid 19 cases pic twitter com fdyo74cccd,1
17568,8 states including maharashtra delhi tamil nadu contributed 85 5 active covid 19 caseload,1
17569,bill works 14 660 would like pay cash card asked day due check city hotel covid 19 quarantine facility,1
17570,coronavirus spirited 99 year old woman returned home friday recovering covid19 record nine days bengaluru click link latest covid 19 india updates,1
17571,opinion white house right one thing covid 19 need young people help,1
17572,italian hilltown covid free reopens visitors lose status,1
17573,screen survivors covid 19 ptsd say mental health experts,1
17574,global report covid 19 cases exceed 10m anxieties rise us,1
17575,covid 19 confusion overshadows brendon todd travelers lead,1
17576,case study covid 19 uk survivor recalls real nightmare,1
17579,medical staff additional covid 19 facilities delhi arranged home minister amit shah answers question also talks developing strategy national capital region ncr itvideo coronaviruspandemic pic twitter com xf1jlnhffx,1
17580,latest data developments related covid 19 india itvideo coronaviruspandemic pic twitter com lx4b2akf9y,1
17581,delhi government ramps efforts covid 19 cases continue rise sharply itvideo pic twitter com dunjrmi9ly,1
17583,tamlinadu records biggest single day spike covid 19 cases itvideo pic twitter com lqme7au87p,1
17584,india fight covid 19 continues number cases crosses five lakh marks itvideo coronaviruspandemic pic twitter com 6iqytur6ec,1
17585,maharashtra government eases lockdown restrictions amid rising number covid 19 cases itvideo pic twitter com g6x5sbtys8,1
17586,home minister amit shah clarifies tweets 45th anniversary imposition emergency says indulged politics covid times itvideo amitshah pic twitter com jhsmwynqqo,1
17587,private hospitals reject patients covid like symptoms karnataka pic twitter com lh7st9meoi,1
17588,factbox doctors learned fighting covid 19 pic twitter com qqceblc9uc,1
17590,prime minister narendramodi called old colleague later political rival shankarsinh vaghela inquired health latter tested positive covid 19 nistula,1
17591,union health ministry released updated clinical management protocol covid 19 cases includes advice use dexamethasone alternative methylprednisolone managing moderate severe cases,1
17592,cdc preparing new guidelines riding elevators tight indoor spaces covid 19 easily travel one person next agency considering passenger limits paths masks small talk,1
17593,health officials political leaders downplayed denied risk people symptoms spreading coronavirus february tens thousands seemingly healthy people became army silent covid 19 carriers,1
17594,author michael rosen says doctors warned might wake treated covid 19,1
17598,trump ignores covid 19 risk renewed attack corrupt mail voting,1
17601,india first covid survey know doctors think newstrack rahulkanwal itlivestream,1
17602,haryana set begin plasmatherapy covid treatment manjeet sehgal itvideo pic twitter com lymoulmhhg,1
17603,spike covid cases hyderabad kcr relock city india today ashi indiatoday details telangana pic twitter com uf4zixzez1,1
17604,delhi government announces rs 1 crore family doctor died fighting covid pic twitter com mlpy5yy7iw,1
17605,ndtvbeeps least 20 people killed 12 lakh affected flood situation assam worsens 56 000 people forced leave homes find shelter relief camps amid covid 19 pandemic pic twitter com w6jtx553ji,1
17606,request people donate plasma save lives covid 19 patients delhi cm arvind kejriwal plasmatherapy pic twitter com uwdpz3qwtp,1
17608,unlock2 lockdown shall continue implemented strictly containment zones till 31 july 2020 containment zones required carefully demarcated state ut governments view contain spread covid 19 mha via vijaita,1
17609,recently remdesivir drug shown help severely ill covid 19 patients benefits modest drug improve survival patients read,1
17610,perspective covid 19 outbreaks jails prisons make us rethink incarceration,1
17611,covid 19 treatment remdesivir priced 3 120 typical u patient,1
17612,italian hilltown covid free reopens visitors lose status,1
17614,leicester lockdown new covid 19 restrictions,1
17618,long queue outside covid testing lab hyderabad goes viral video hyderabad coronavirus,1
17619,tirumala tirupati devesthanam announced continue covid 19 testing devotees visiting temple without compromise tirupatitemple coronavirus,1
17620,video long queue people waiting covid 19 test outside private lab hyderabad gone viral ashi indiatoday,1
17621,18 500 new covid cases india day death toll nears 17 000 mark coronavirus live updates pic twitter com gqhgzpc69k,1
17622,us reported double covid 19 cases india past 24 hours us coronavirusindia diu coronavirus live updates pic twitter com i32ffiuhle,1
17624,coronavirusinindia gandhinagar develops ai based tool detect covid 19 chest x ray gujarat full story pic twitter com hgjrundwkw,1
17625,coronavirusinindia maharashtra reports 4 878 new covid 19 cases state tally 1 74 lakh full story indiafightscorona pic twitter com svqtkmaoff,1
17626,top scientist played key role covid battle retires today research body icmr pic twitter com ecagitqpfe,1
17630,bavaria free covid 19 test splits germany pic twitter com 4degakdbje,1
17634,tencent revealed real number deaths,0
17635,taking chlorine dioxide helps fight coronavirus,0
17636,video shows workmen uncovering bat infested roof us state florida 2011,0
17637,asterix comic books simpsons predicted coronavirus outbreak,0
17638,chinese president xi jinping visited mosque amid coronavirus outbreak asked people muslim community pray present crisis,0
17639,china seeks court approval kill 20 000 coronavirus patients stop spread outbreak,0
17640,video shows people screaming wuhan feared coronavirus,0
17641,video says weed kills coronavirus,0
17642,coronavirus found broiler chicken,0
17643,photo pakistani prime minister imran khan chinese president xi jinping imran khan wearing mask,0
17644,autopsy reveals wuhan doctor murdered sickbed,0
17645,new coronavirus causes sudden death syndrome,0
17646,coronavirus caused snakes,0
17647,cannabis cure coronavirus,0
17648,woman infected coronavirus killed chinese police,0
17649,garlic water cure novel coronavirus,0
17650,coronavirus found broiler chicken,0
17651,bill gates predicted coronavirus,0
17652,2012 facebook user predicted coronavirus china,0
17653,case coronavirus caserta,0
17654,covid 19 stolen canada chinese spies accidentally released wuhan,0
17655,case coronavirus andorra,0
17656,child china coronavirus galicia spain,0
17657,person coronavirus andorra 2 10 20,0
17658,satellite images show high levels sulphur dioxide china possible evidence mass cremations people died coronavirus,0
17659,pets contaminate humans,0
17660,people lying ground china contracted coronavirus,0
17661,cats dogs infected contaminate humans covid 19,0
17662,coronavirus infected chicken found bengaluru india,0
17663,videos state 25 000 chinese killed,0
17664,people wuhan locked inside houses chinese government,0
17666,coronavirus epidemic disappear april thanks heat president donald trump said,0
17667,police publicly kill coronavirus infected woman china,0
17668,chinese begun use human corpse process products corned beef ship africa please share contacts important,0
17669,china seeking court approval kill 20 000 people positive coronavirus,0
17670,china seeks court approval kill 20 000 coronavirus patients,0
17671,hand sanitizer form 2010 labeled covid 19,0
17672,china orders citizens abandon kill pets transmit coronavirus,0
17673,vitamin c omega prevent new coronavirus,0
17674,germans quarantined la gomera coronavirus leave home isolation without permission,0
17675,coronavirus pandemic dramatically slowed stopped immediate widespread use high doses vitamin c,0
17676,coronavirus cases reported rome georgia,0
17677,silver solution used strains coronavirus totally eliminates kills deactivates,0
17678,bats responsible outbreak coronavirus originated rooftop house wuhan,0
17679,weed kills coronavirus,0
17680,covid 19 caused 5g antennas,0
17681,satellite images showing high levels sulphur dioxide china possible evidence mass cremations people died coronavirus,0
17682,using cocaine kills coronavirus,0
17683,chinese news website tencent filters 24 000 deaths coronavirus,0
17684,claims cannibalism china,0
17685,person coronavirus calella barcelona 2 13 20,0
17686,sulfur dioxide pollution wuhan reveals china burning bodies victims,0
17687,coronavirus created lab wuhan,0
17688,people wuhan locked inside houses trying escape building fire,0
17689,declared covid 19 abbreviation china outbreak virus december 2019,0
